team,Ball Possession,Blocked Shots,Corner Kicks,Fouls,Goalkeeper Saves,Offsides,Passes %,Passes accurate,Red Cards,Shots insidebox,Shots off Goal,Shots on Goal,Shots outsidebox,Total Shots,Total passes,Yellow Cards,fixture_id,league_id,league,event_date,event_timestamp,firstHalfStart,secondHalfStart,round,status,statusShort,elapsed,venue,referee,homeTeam,awayTeam,goalsHomeTeam,goalsAwayTeam,score
away,51%,6,5,17,3,6,75%,325,0,10,4,3,3,13,433,5,17676,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T11:30:00+00:00,1472297400,1472297400,1472301000,Regular Season - 3,Match Finished,FT,90,White Hart Lane (London),,"{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",1.0,1.0,"{'halftime': '0-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,60%,5,9,6,0,1,87%,545,0,14,7,10,8,22,626,2,17670,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,Stamford Bridge (London),,"{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}",3.0,0.0,"{'halftime': '2-0', 'fulltime': '3-0', 'extratime': None, 'penalty': None}"
away,40%,2,5,9,6,2,77%,314,0,4,4,0,2,6,410,2,17670,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,Stamford Bridge (London),,"{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}",3.0,0.0,"{'halftime': '2-0', 'fulltime': '3-0', 'extratime': None, 'penalty': None}"
home,59%,7,10,15,2,5,85%,380,0,16,12,5,8,24,447,2,17671,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,Selhurst Park (London),,"{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}",1.0,1.0,"{'halftime': '0-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,41%,3,4,10,3,2,75%,246,0,5,4,3,5,10,326,1,17671,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,Selhurst Park (London),,"{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}",1.0,1.0,"{'halftime': '0-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,54%,5,9,14,1,3,83%,400,0,10,7,9,12,21,482,2,17672,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,Goodison Park (Liverpool),,"{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
away,46%,3,2,11,8,1,78%,308,0,1,4,1,7,8,395,1,17672,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,Goodison Park (Liverpool),,"{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
home,52%,2,4,14,2,3,74%,302,0,8,5,6,5,13,408,2,17673,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,"King Power Stadium (Leicester, Leicestershire)",,"{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}",2.0,1.0,"{'halftime': '1-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,48%,1,6,10,4,1,72%,260,0,4,5,3,5,9,363,2,17673,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,"King Power Stadium (Leicester, Leicestershire)",,"{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}",2.0,1.0,"{'halftime': '1-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,63%,4,5,15,1,4,81%,391,0,1,5,7,15,16,480,2,17674,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,"St. Mary's Stadium (Southampton, Hampshire)",,"{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}","{'team_id': 746, 'team_name': 'Sunderland', 'logo': 'https://media.api-football.com/teams/746.png'}",1.0,1.0,"{'halftime': '0-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,37%,1,5,8,6,2,66%,179,0,4,2,2,1,5,270,2,17674,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,"St. Mary's Stadium (Southampton, Hampshire)",,"{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}","{'team_id': 746, 'team_name': 'Sunderland', 'logo': 'https://media.api-football.com/teams/746.png'}",1.0,1.0,"{'halftime': '0-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,45%,2,3,18,4,1,78%,311,0,8,6,6,6,14,397,6,17675,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,Vicarage Road Stadium (Watford),,"{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}",1.0,3.0,"{'halftime': '0-3', 'fulltime': '1-3', 'extratime': None, 'penalty': None}"
away,55%,1,2,15,6,2,84%,411,0,6,2,7,4,10,490,1,17675,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T14:00:00+00:00,1472306400,1472306400,1472310000,Regular Season - 3,Match Finished,FT,90,Vicarage Road Stadium (Watford),,"{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}",1.0,3.0,"{'halftime': '0-3', 'fulltime': '1-3', 'extratime': None, 'penalty': None}"
home,37%,2,1,9,8,0,77%,305,0,2,4,2,6,8,394,2,17669,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T16:30:00+00:00,1472315400,1472315400,1472319000,Regular Season - 3,Match Finished,FT,90,KCOM Stadium (Hull),,"{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-football.com/teams/64.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
away,63%,8,6,6,2,1,88%,542,0,14,12,9,15,29,615,3,17669,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T16:30:00+00:00,1472315400,1472315400,1472319000,Regular Season - 3,Match Finished,FT,90,KCOM Stadium (Hull),,"{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-football.com/teams/64.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
home,41%,5,5,12,2,1,74%,259,0,8,6,2,5,13,350,1,17668,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-28T12:30:00+00:00,1472387400,1472387400,1472391000,Regular Season - 3,Match Finished,FT,90,The Hawthorns (West Bromwich),,"{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}","{'team_id': 70, 'team_name': 'Middlesbrough', 'logo': 'https://media.api-football.com/teams/70.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
away,59%,1,4,11,2,3,83%,428,0,5,4,2,2,7,515,3,17668,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-28T12:30:00+00:00,1472387400,1472387400,1472391000,Regular Season - 3,Match Finished,FT,90,The Hawthorns (West Bromwich),,"{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}","{'team_id': 70, 'team_name': 'Middlesbrough', 'logo': 'https://media.api-football.com/teams/70.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
home,67%,7,5,5,1,3,87%,508,0,17,10,5,5,22,587,1,17667,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-28T15:00:00+00:00,1472396400,1472396400,1472400000,Regular Season - 3,Match Finished,FT,90,Etihad Stadium (Manchester),,"{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}",3.0,1.0,"{'halftime': '2-0', 'fulltime': '3-1', 'extratime': None, 'penalty': None}"
away,33%,2,4,10,3,3,72%,196,0,7,5,2,2,9,274,3,17667,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-28T15:00:00+00:00,1472396400,1472396400,1472400000,Regular Season - 3,Match Finished,FT,90,Etihad Stadium (Manchester),,"{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}",3.0,1.0,"{'halftime': '2-0', 'fulltime': '3-1', 'extratime': None, 'penalty': None}"
home,39%,5,4,15,4,3,76%,284,0,5,6,3,9,14,376,4,17666,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T11:30:00+00:00,1473507000,1473507000,1473510600,Regular Season - 4,Match Finished,FT,90,Old Trafford (Manchester),,"{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}",1.0,2.0,"{'halftime': '1-2', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
away,61%,4,4,10,1,3,82%,486,0,11,8,6,7,18,593,2,17666,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T11:30:00+00:00,1473507000,1473507000,1473510600,Regular Season - 4,Match Finished,FT,90,Old Trafford (Manchester),,"{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}",1.0,2.0,"{'halftime': '1-2', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
home,39%,7,10,13,5,2,72%,233,0,9,7,2,7,16,325,3,17664,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T14:00:00+00:00,1473516000,1473516000,1473519600,Regular Season - 4,Match Finished,FT,90,"Bet365 Stadium (Stoke-on-Trent, Staffordshire)",,"{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}",0.0,4.0,"{'halftime': '0-1', 'fulltime': '0-4', 'extratime': None, 'penalty': None}"
away,61%,8,8,18,2,0,84%,426,0,14,4,8,6,20,510,2,17664,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T14:00:00+00:00,1473516000,1473516000,1473519600,Regular Season - 4,Match Finished,FT,90,"Bet365 Stadium (Stoke-on-Trent, Staffordshire)",,"{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}",0.0,4.0,"{'halftime': '0-1', 'fulltime': '0-4', 'extratime': None, 'penalty': None}"
home,57%,4,4,10,4,2,86%,384,0,8,11,4,11,19,445,2,17665,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T14:00:00+00:00,1473516000,1473516000,1473519600,Regular Season - 4,Match Finished,FT,90,London Stadium (London),,"{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}",2.0,4.0,"{'halftime': '2-2', 'fulltime': '2-4', 'extratime': None, 'penalty': None}"
away,43%,2,4,15,2,1,72%,233,0,10,3,8,3,13,325,2,17665,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T14:00:00+00:00,1473516000,1473516000,1473519600,Regular Season - 4,Match Finished,FT,90,London Stadium (London),,"{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}",2.0,4.0,"{'halftime': '2-2', 'fulltime': '2-4', 'extratime': None, 'penalty': None}"
home,56%,8,6,10,5,0,85%,498,0,15,7,2,2,17,588,2,17660,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T14:00:00+00:00,1473516000,1473516000,1473519600,Regular Season - 4,Match Finished,FT,90,Emirates Stadium (London),,"{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}",2.0,1.0,"{'halftime': '1-1', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,44%,2,1,8,0,2,78%,358,0,7,4,5,5,11,457,5,17660,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T14:00:00+00:00,1473516000,1473516000,1473519600,Regular Season - 4,Match Finished,FT,90,Emirates Stadium (London),,"{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}",2.0,1.0,"{'halftime': '1-1', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,63%,2,10,9,2,1,84%,399,0,8,5,5,4,12,477,1,17661,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T14:00:00+00:00,1473516000,1473516000,1473519600,Regular Season - 4,Match Finished,FT,90,"Vitality Stadium (Bournemouth, Dorset)",,"{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
away,37%,4,5,11,4,1,68%,186,0,6,6,2,6,12,272,3,17661,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T14:00:00+00:00,1473516000,1473516000,1473519600,Regular Season - 4,Match Finished,FT,90,"Vitality Stadium (Bournemouth, Dorset)",,"{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
home,39%,5,5,13,2,0,80%,314,0,5,6,2,8,13,394,2,17662,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-09-10T14:00:00+00:00,1473516000,1473516000,1473519600,Regular Season - 4,Match Finished,FT,90,Turf Moor (Burnley),,"{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-football.com/teams/64.png'}",1.0,1.0,"{'halftime': '0-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
